Age_of_Subject,Time_spent_on_Online_Class,Rating_of_Online_Class_experience,Medium_for_online_class,Time_spent_on_self_study,Time_spent_on_fitness,Time_spent_on_sleep,Prefered_social_media_platform,Number_of_meals_per_day,Change_in_your_weight,Health_issue_during_lockdown,Time_utilized,Family_Relation,Mental_Health,Time_spent_on_social_media
20,0.15671586892228329,3,1,0.0,0.15671586892228329,9.843284131077716,5,3,0,0,0,0,0,8
26,4.0,3,1,1.9095265187211692,0.0,7.0,4,3,1,0,0,1,0,8
18,1.0562677035099348,3,1,0.05626770350993482,1.0281338517549674,8.971866148245033,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.9802777394302,6,2,1,0,0,1,0,8
21,0.9017549526021036,3,0,3.4508774763010517,0.4508774763010518,10.0,6,2,1,0,0,1,0,8
19,0.6702990215027871,3,1,0.0,0.6702990215027871,9.329700978497213,5,3,0,0,0,0,0,8
24,4.0,3,1,1.4935120420494745,0.0,7.0,3,3,1,0,0,1,0,8
18,2.712798029838835,3,1,1.7127980298388346,1.8563990149194174,8.143600985080583,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.301840581680954,6,2,1,0,0,1,0,8
20,0.18466142054012236,3,1,0.0,0.18466142054012236,9.815338579459878,5,3,0,0,0,0,0,8
16,6.943590581018191,3,2,3.5774362324072766,0.4225637675927234,5.633845651389085,6,3,0,0,0,1,0,8
18,2.8269153552854167,3,1,1.8269153552854165,1.9134576776427084,8.086542322357293,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.774514835062435,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,9.786806828044233,6,2,1,0,0,1,0,8
25,4.0,3,1,1.5713567020571375,0.0,7.0,4,3,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.467391975639577,6,2,1,0,0,1,0,8
26,4.0,3,1,1.9952654020174068,0.0,7.0,4,3,1,0,0,1,0,8
19,0.9799371491048884,3,1,0.0,0.9799371491048884,9.020062850895112,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.216396457338185,6,2,1,0,0,1,0,8
20,0.30525732850638,3,1,0.0,0.30525732850638,9.69474267149362,5,3,0,0,0,0,0,8
23,4.656015697260692,3,1,1.0,0.0,7.109335949543449,3,3,2,0,0,1,0,8
23,7.045142057340502,3,1,1.0,0.0,7.507523676223417,4,3,2,0,0,1,0,8
21,0.14053598079098983,3,0,3.070267990395495,0.07026799039549492,10.0,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.176874728699758,6,2,1,0,0,1,0,8
16,7.468959207347553,3,2,3.7875836829390215,0.21241631706097874,5.318624475591468,6,3,0,0,0,1,0,8
20,0.20125887824678435,3,1,0.0,0.20125887824678435,9.798741121753215,5,3,0,0,0,0,0,8
21,1.7547280106612815,3,0,3.877364005330641,0.8773640053306407,10.0,6,2,1,0,0,1,0,8
19,0.9432225022019286,3,1,0.0,0.9432225022019286,9.056777497798072,5,3,0,0,0,0,0,8
23,4.0,3,1,1.1356361379803195,0.0,7.0,3,3,1,0,0,1,0,8
21,0.0,2,0,0.14127302731615254,0.14127302731615254,10.141273027316153,5,3,0,0,0,0,0,8
18,1.4856834351288883,3,1,0.48568343512888834,1.2428417175644442,8.757158282435556,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.627656771088693,6,2,1,0,0,1,0,8
26,4.0,3,1,1.8563933901602274,0.0,7.0,4,3,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.461755505827124,6,2,1,0,0,1,0,8
25,4.0,3,1,1.519337979211472,0.0,7.0,4,3,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,9.31333310964711,6,2,1,0,0,1,0,8
19,0.6587729293586823,3,1,0.0,0.6587729293586823,9.341227070641319,5,3,0,0,0,0,0,8
21,0.0,0,0,0.7172097461333758,0.7172097461333758,10.717209746133376,5,3,0,0,0,0,0,8
21,0.0,1,0,0.49753356624327305,0.49753356624327305,10.497533566243273,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,9.39344496089449,6,2,1,0,0,1,0,8
24,4.0,3,1,1.4474705765656766,0.0,7.0,3,3,1,0,0,1,0,8
19,0.8388729029457191,3,1,0.0,0.8388729029457191,9.161127097054282,5,3,0,0,0,0,0,8
21,1.137097929236566,3,0,3.568548964618283,0.568548964618283,10.0,6,2,1,0,0,1,0,8
21,0.0,1,0,0.5142901318932227,0.5142901318932227,10.514290131893222,5,3,0,0,0,0,0,8
23,9.234882738917989,3,1,1.0,0.0,7.872480456486331,4,3,2,0,0,1,0,8
18,1.9126156615399252,3,1,0.9126156615399252,1.4563078307699626,8.543692169230038,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.400981217465315,6,2,1,0,0,1,0,8
25,4.0,3,1,1.6701608599998026,0.0,7.0,4,3,1,0,0,1,0,8
19,0.5581122170361856,3,1,0.0,0.5581122170361856,9.441887782963814,5,3,0,0,0,0,0,8
23,8.605730095050351,3,1,1.0,0.0,7.767621682508392,4,3,2,0,0,1,0,8
20,0.4844115143901766,3,1,0.0,0.4844115143901766,9.515588485609824,5,3,0,0,0,0,0,8
16,6.4250401329066005,3,2,3.37001605316264,0.6299839468373598,5.94497592025604,6,3,0,0,0,1,0,8
23,4.0,3,1,1.1534074510785963,0.0,7.0,3,3,1,0,0,1,0,8
18,2.105247439445194,3,1,1.1052474394451939,1.552623719722597,8.447376280277403,5,3,0,0,0,0,0,8
21,0.20017044878940804,3,0,3.100085224394704,0.10008522439470402,10.0,6,2,1,0,0,1,0,8
23,4.5904474876353385,3,1,1.0,0.0,7.09840791460589,3,3,2,0,0,1,0,8
23,4.863470508690008,3,1,1.0,0.0,7.143911751448335,3,3,2,0,0,1,0,8
24,4.0,3,1,1.2863298739118134,0.0,7.0,3,3,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.518029540907133,6,2,1,0,0,1,0,8
19,0.9336286264418013,3,1,0.0,0.9336286264418013,9.066371373558198,5,3,0,0,0,0,0,8
19,0.6823683283721165,3,1,0.0,0.6823683283721165,9.317631671627883,5,3,0,0,0,0,0,8
16,7.740785023783433,3,2,3.8963140095133735,0.10368599048662674,5.15552898572994,6,3,0,0,0,1,0,8
20,0.055811682168098065,3,1,0.0,0.055811682168098065,9.944188317831902,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,9.43443460408644,6,2,1,0,0,1,0,8
23,6.678044799031264,3,1,1.0,0.0,7.446340799838544,3,3,2,0,0,1,0,8
23,7.8415313807208635,3,1,1.0,0.0,7.640255230120144,4,3,2,0,0,1,0,8
16,7.204088494578355,3,2,3.681635397831342,0.31836460216865814,5.477546903252987,6,3,0,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.8659160823296,6,2,1,0,0,1,0,8
18,2.441275646180218,3,1,1.4412756461802176,1.720637823090109,8.279362176909892,5,3,0,0,0,0,0,8
18,1.077924735669371,3,1,0.07792473566937108,1.0389623678346855,8.961037632165315,5,3,0,0,0,0,0,8
21,0.0,0,0,0.9018678441916109,0.9018678441916109,10.90186784419161,5,3,0,0,0,0,0,8
23,7.558026685449143,3,1,1.0,0.0,7.593004447574857,4,3,2,0,0,1,0,8
16,7.958117769990965,3,2,3.9832471079963856,0.016752892003614184,5.025129338005422,6,3,0,0,0,1,0,8
21,0.0,1,0,0.4319410704036787,0.4319410704036787,10.43194107040368,5,3,0,0,0,0,0,8
21,0.0,1,0,0.4233902316327599,0.4233902316327599,10.42339023163276,5,3,0,0,0,0,0,8
21,0.0,0,0,0.8628557386726622,0.8628557386726622,10.862855738672662,5,3,0,0,0,0,0,8
23,5.966688603751477,3,1,1.0,0.0,7.327781433958579,3,3,2,0,0,1,0,8
26,4.0,3,1,1.8571262725419584,0.0,7.0,4,3,1,0,0,1,0,8
19,0.5092314972536864,3,1,0.0,0.5092314972536864,9.490768502746313,5,3,0,0,0,0,0,8
16,6.156190237349367,3,2,3.262476094939747,0.7375239050602529,6.106285857590379,6,3,0,0,0,1,0,8
23,4.0,3,1,1.2491073893585356,0.0,7.0,3,3,1,0,0,1,0,8
20,0.13628212203334145,3,1,0.0,0.13628212203334145,9.863717877966659,5,3,0,0,0,0,0,8
23,9.284253207260454,3,1,1.0,0.0,7.880708867876742,4,3,2,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.10477625291385,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,9.130201370613902,6,2,1,0,0,1,0,8
18,1.4585892388264274,3,1,0.45858923882642744,1.2292946194132137,8.770705380586787,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,8.298171635386344,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.757434665140819,6,2,1,0,0,1,0,8
19,0.6201123116018952,3,1,0.0,0.6201123116018952,9.379887688398105,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,9.35982207283448,6,2,1,0,0,1,0,8
19,0.6862344957402814,3,1,0.0,0.6862344957402814,9.313765504259718,5,3,0,0,0,0,0,8
25,4.0,3,1,1.726637982999317,0.0,7.0,4,3,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.171033617825234,6,2,1,0,0,1,0,8
16,7.52552259630222,3,2,3.810209038520888,0.189790961479112,5.284686442218668,6,3,0,0,0,1,0,8
19,0.6649769518322519,3,1,0.0,0.6649769518322519,9.335023048167749,5,3,0,0,0,0,0,8
20,0.35687279405119077,3,1,0.0,0.35687279405119077,9.64312720594881,5,3,0,0,0,0,0,8
26,4.0,3,1,1.7622909202623358,0.0,7.0,4,3,1,0,0,1,0,8
17,3.2749715442448846,3,2,2.1099886176979537,1.8900113823020461,7.835017073453069,6,3,0,0,0,1,0,8
18,2.5525155942972013,3,1,1.5525155942972013,1.7762577971486007,8.2237422028514,5,3,0,0,0,0,0,8
26,4.0,3,1,1.9427467807457899,0.0,7.0,4,3,1,0,0,1,0,8
17,4.785990748834311,3,2,2.7143962995337243,1.2856037004662757,6.928405550699414,6,3,0,0,0,1,0,8
21,0.0,0,0,0.9112228914471473,0.9112228914471473,10.911222891447148,5,3,0,0,0,0,0,8
19,0.6679384149986543,3,1,0.0,0.6679384149986543,9.332061585001346,5,3,0,0,0,0,0,8
20,0.39277861486887256,3,1,0.0,0.39277861486887256,9.607221385131128,5,3,0,0,0,0,0,8
26,4.0,3,1,1.9804001802271565,0.0,7.0,4,3,1,0,0,1,0,8
21,0.7875866887154772,3,0,3.3937933443577384,0.3937933443577386,10.0,6,2,1,0,0,1,0,8
16,5.702463486569412,3,2,3.0809853946277648,0.9190146053722352,6.378521908058353,6,3,0,0,0,1,0,8
23,4.0,3,1,1.0211360115607553,0.0,7.0,3,3,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,9.252618197309966,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,9.131134273952199,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,9.982249646036875,6,2,1,0,0,1,0,8
23,9.022927921669982,3,1,1.0,0.0,7.837154653611663,4,3,2,0,0,1,0,8
20,0.10186826302709906,3,1,0.0,0.10186826302709906,9.898131736972902,5,3,0,0,0,0,0,8
20,0.35543331858117866,3,1,0.0,0.35543331858117866,9.644566681418821,5,3,0,0,0,0,0,8
23,8.14147890899516,3,1,1.0,0.0,7.690246484832526,4,3,2,0,0,1,0,8
21,0.0,1,0,0.4178433217368952,0.4178433217368952,10.417843321736894,5,3,0,0,0,0,0,8
21,1.0443292438566307,3,0,3.522164621928315,0.5221646219283154,10.0,6,2,1,0,0,1,0,8
19,0.8824557693517251,3,1,0.0,0.8824557693517251,9.117544230648274,5,3,0,0,0,0,0,8
21,2.0,4,0,4.0,1.0,9.455311070319983,6,2,1,0,0,1,0,8
20,0.2998200567828857,3,1,0.0,0.2998200567828857,9.700179943217114,5,3,0,0,0,0,0,8
25,4.0,3,1,1.6916132932051924,0.0,7.0,4,3,1,0,0,1,0,8
21,0.20200854341241192,3,0,3.101004271706206,0.10100427170620596,10.0,6,2,1,0,0,1,0,8
18,2.4099566028421293,3,1,1.409956602842129,1.7049783014210647,8.295021698578935,5,3,0,0,0,0,0,8
25,4.0,3,1,1.7289047920416258,0.0,7.0,4,3,1,0,0,1,0,8
20,0.34187889271524396,3,1,0.0,0.34187889271524396,9.658121107284757,5,3,0,0,0,0,0,8
19,0.7139318444816034,3,1,0.0,0.7139318444816034,9.286068155518397,5,3,0,0,0,0,0,8
17,3.5822340855417996,2,1,2.7911170427708996,0.4029609857430334,8.2088829572291,5,2,0,0,0,1,0,9
17,4.061880303604447,2,1,3.0309401518022234,0.3230199493992588,7.969059848197777,5,2,0,0,0,1,0,9
17,3.531447612940172,2,1,2.7657238064700858,0.4114253978433047,8.234276193529913,5,2,0,0,0,1,0,9
17,2.332689123772351,1,0,2.1663445618861754,0.6112184793712748,8.833655438113825,5,2,0,0,0,1,0,9
17,2.7056970410421797,1,0,2.35284852052109,0.5490504931596367,8.64715147947891,5,2,0,0,0,1,0,9
17,1.4815263434993333,0,0,1.7407631717496668,0.7530789427501111,9.259236828250334,5,2,0,0,0,1,0,9
17,2.52252661331465,1,0,2.261263306657325,0.5795788977808917,8.738736693342675,5,2,0,0,0,1,0,9
17,0.26471590371501463,0,0,1.1323579518575073,0.9558806827141642,9.867642048142493,5,2,0,0,0,1,0,9
17,2.43335962310685,1,0,2.216679811553425,0.594440062815525,8.783320188446575,5,2,0,0,0,1,0,9
17,4.289676511031601,2,1,3.1448382555158005,0.2850539148280665,7.8551617444841995,5,2,0,0,0,1,0,9
17,5.551384705916918,3,1,3.775692352958459,0.07476921568051353,7.224307647041541,5,2,0,0,0,1,0,9
17,3.374276432971959,2,1,2.6871382164859794,0.4376205945046735,8.31286178351402,5,2,0,0,0,1,0,9
17,4.873537939812515,3,1,3.4367689699062574,0.18774367669791425,7.563231030093743,5,2,0,0,0,1,0,9
17,2.561311753329748,1,0,2.280655876664874,0.5731147077783754,8.719344123335127,5,2,0,0,0,1,0,9
17,5.1872096678403885,3,1,3.5936048339201943,0.13546505535993525,7.406395166079806,5,2,0,0,0,1,0,9
17,3.7462339778021403,2,1,2.87311698890107,0.37562767036630995,8.12688301109893,5,2,0,0,0,1,0,9
17,1.9800668492403057,1,0,1.9900334246201528,0.669988858459949,9.009966575379847,5,2,0,0,0,1,0,9
17,2.7132359713467205,1,0,2.3566179856733602,0.5477940047755466,8.64338201432664,5,2,0,0,0,1,0,9
17,4.812178422402911,3,1,3.4060892112014556,0.19797026293284814,7.593910788798544,5,2,0,0,0,1,0,9
17,1.5093039197734108,1,0,1.7546519598867054,0.7484493467044315,9.245348040113294,5,2,0,0,0,1,0,9
17,1.1436958280556802,0,0,1.57184791402784,0.8093840286573866,9.42815208597216,5,2,0,0,0,1,0,9
17,5.554857928324822,3,1,3.777428964162411,0.07419034527919643,7.222571035837589,5,2,0,0,0,1,0,9
17,0.6006737040464127,0,0,1.3003368520232064,0.8998877159922646,9.699663147976793,5,2,0,0,0,1,0,9
17,3.392724688730513,2,1,2.6963623443652565,0.4345458852115812,8.303637655634743,5,2,0,0,0,1,0,9
17,5.871921977783105,3,1,3.9359609888915523,0.0213463370361493,7.064039011108448,5,2,0,0,0,1,0,9
17,4.7106078943729015,3,1,3.3553039471864508,0.21489868427118308,7.644696052813549,5,2,0,0,0,1,0,9
17,1.0954953016429738,0,0,1.547747650821487,0.817417449726171,9.452252349178513,5,2,0,0,0,1,0,9
17,3.45862449564423,2,1,2.729312247822115,0.42356258405929503,8.270687752177885,5,2,0,0,0,1,0,9
17,3.861846105175152,2,1,2.930923052587576,0.356358982470808,8.069076947412423,5,2,0,0,0,1,0,9
17,1.4228031172323083,0,0,1.7114015586161542,0.7628661471279486,9.288598441383845,5,2,0,0,0,1,0,9
17,3.1968730014142084,2,1,2.598436500707104,0.4671878330976319,8.401563499292896,5,2,0,0,0,1,0,9
17,3.815665664417587,2,1,2.9078328322087934,0.36405572259706886,8.092167167791207,5,2,0,0,0,1,0,9
17,3.5323910946887542,2,1,2.766195547344377,0.41126815088520763,8.233804452655622,5,2,0,0,0,1,0,9
17,1.4774774146525755,0,0,1.7387387073262879,0.7537537642245707,9.261261292673712,5,2,0,0,0,1,0,9
17,0.6722179321751081,0,0,1.336108966087554,0.8879636779708153,9.663891033912446,5,2,0,0,0,1,0,9
17,1.2778660847773182,0,0,1.638933042388659,0.7870223192037803,9.36106695761134,5,2,0,0,0,1,0,9
17,4.197536033052094,2,1,3.098768016526047,0.3004106611579843,7.901231983473953,5,2,0,0,0,1,0,9
17,5.544329787511472,3,1,3.772164893755736,0.07594503541475461,7.227835106244264,5,2,0,0,0,1,0,9
17,0.655415137677438,0,0,1.327707568838719,0.890764143720427,9.672292431161281,5,2,0,0,0,1,0,9
17,3.869908489605792,2,1,2.934954244802896,0.35501525173236803,8.065045755197104,5,2,0,0,0,1,0,9
17,4.9390677952440285,3,1,3.4695338976220143,0.1768220341259953,7.530466102377986,5,2,0,0,0,1,0,9
17,2.2889767108872134,1,0,2.144488355443607,0.6185038815187978,8.855511644556394,5,2,0,0,0,1,0,9
17,0.2040545288747817,0,0,1.1020272644373907,0.965990911854203,9.89797273556261,5,2,0,0,0,1,0,9
17,5.323323372703694,3,1,3.661661686351847,0.1127794378827176,7.338338313648153,5,2,0,0,0,1,0,9
17,2.982947392864676,1,0,2.491473696432338,0.5028421011892207,8.508526303567661,5,2,0,0,0,1,0,9
17,0.15696165545606067,0,0,1.0784808277280304,0.9738397240906566,9.921519172271969,5,2,0,0,0,1,0,9
17,5.350927186969556,3,1,3.675463593484778,0.1081788021717407,7.324536406515222,5,2,0,0,0,1,0,9
17,5.955545053688777,3,1,3.9777725268443884,0.007409157718537229,7.022227473155612,5,2,0,0,0,1,0,9
17,4.318496101127871,2,1,3.1592480505639355,0.2802506498120215,7.840751949436065,5,2,0,0,0,1,0,9
17,2.679032719973369,1,0,2.3395163599866846,0.5534945466711052,8.660483640013316,5,2,0,0,0,1,0,9
17,5.109798340500574,3,1,3.554899170250287,0.1483669432499043,7.4451008297497125,5,2,0,0,0,1,0,9
17,2.8459822480983084,1,0,2.422991124049154,0.5256696253169486,8.577008875950845,5,2,0,0,0,1,0,9
17,4.33522034831428,2,1,3.16761017415714,0.2774632752809534,7.83238982584286,5,2,0,0,0,1,0,9
17,0.9500471060127511,0,0,1.4750235530063756,0.8416588156645415,9.524976446993625,5,2,0,0,0,1,0,9
17,1.1707498145883612,0,0,1.5853749072941805,0.8048750309019398,9.414625092705819,5,2,0,0,0,1,0,9
17,5.13788521444767,3,1,3.568942607223835,0.14368579759205502,7.4310573927761645,5,2,0,0,0,1,0,9
17,4.153249694771846,2,1,3.076624847385923,0.3077917175380257,7.923375152614077,5,2,0,0,0,1,0,9
17,0.6889578545487698,0,0,1.344478927274385,0.8851736909085384,9.655521072725616,5,2,0,0,0,1,0,9
17,4.6076806303772155,3,1,3.3038403151886078,0.23205322827046404,7.696159684811392,5,2,0,0,0,1,0,9
17,1.1406767991580613,0,0,1.5703383995790308,0.8098872001403231,9.42966160042097,5,2,0,0,0,1,0,9
17,5.381251355025454,3,1,3.690625677512727,0.10312477416242427,7.3093743224872725,5,2,0,0,0,1,0,9
17,4.277198828873138,2,1,3.138599414436569,0.2871335285211436,7.86140058556343,5,2,0,0,0,1,0,9
17,4.366077365233617,2,1,3.1830386826168087,0.2723204391277304,7.816961317383191,5,2,0,0,0,1,0,9
17,4.011573250365567,2,1,3.0057866251827834,0.3314044582724056,7.994213374817217,5,2,0,0,0,1,0,9
17,0.8006925358282218,0,0,1.4003462679141108,0.8665512440286297,9.599653732085889,5,2,0,0,0,1,0,9
17,3.1692461264226353,2,1,2.5846230632113176,0.4717923122628941,8.415376936788682,5,2,0,0,0,1,0,9
17,0.7470673088705819,0,0,1.373533654435291,0.875488781854903,9.626466345564708,5,2,0,0,0,1,0,9
17,3.9434083571389165,2,1,2.9717041785694582,0.3427652738101806,8.028295821430541,5,2,0,0,0,1,0,9
17,4.433847912771773,2,1,3.2169239563858865,0.2610253478713712,7.7830760436141135,5,2,0,0,0,1,0,9
17,4.987738455491776,3,1,3.493869227745888,0.16871025741803736,7.506130772254112,5,2,0,0,0,1,0,9
17,1.2616459561398443,0,0,1.6308229780699222,0.7897256739766926,9.369177021930078,5,2,0,0,0,1,0,9
17,1.4558233199218495,0,0,1.7279116599609248,0.757362780013025,9.272088340039076,5,2,0,0,0,1,0,9
17,2.4437682080618766,1,0,2.2218841040309383,0.5927052986563539,8.778115895969062,5,2,0,0,0,1,0,9
17,4.688587373775504,3,1,3.344293686887752,0.218568771037416,7.655706313112248,5,2,0,0,0,1,0,9
17,3.0719126200785327,2,1,2.5359563100392664,0.4880145633202445,8.464043689960734,5,2,0,0,0,1,0,9
17,2.274321696924836,1,0,2.1371608484624183,0.6209463838458606,8.862839151537582,5,2,0,0,0,1,0,9
17,5.733158122947806,3,1,3.866579061473903,0.044473646175365644,7.133420938526097,5,2,0,0,0,1,0,9
17,4.523417701830468,3,1,3.261708850915234,0.24609704969492208,7.738291149084766,5,2,0,0,0,1,0,9
17,0.47722991265938486,0,0,1.2386149563296924,0.9204616812234359,9.761385043670307,5,2,0,0,0,1,0,9
17,3.009680015020326,2,1,2.504840007510163,0.49838666416327904,8.495159992489837,5,2,0,0,0,1,0,9
17,2.614600691764389,1,0,2.3073003458821946,0.5642332180392685,8.692699654117806,5,2,0,0,0,1,0,9
17,4.2046012048049555,2,1,3.1023006024024777,0.2992331325325075,7.897699397597522,5,2,0,0,0,1,0,9
17,3.0642827284625396,2,1,2.53214136423127,0.4892862119229101,8.46785863576873,5,2,0,0,0,1,0,9
17,5.353000502614654,3,1,3.676500251307327,0.10783324956422435,7.323499748692673,5,2,0,0,0,1,0,9
17,3.0446142934854814,2,1,2.5223071467427407,0.4925642844190864,8.47769285325726,5,2,0,0,0,1,0,9
17,3.837438725347715,2,1,2.9187193626738575,0.3604268791087142,8.081280637326142,5,2,0,0,0,1,0,9
17,0.576682022576998,0,0,1.288341011288499,0.9038863295705004,9.711658988711502,5,2,0,0,0,1,0,9
17,1.6911123818304787,1,0,1.8455561909152394,0.7181479363615869,9.15444380908476,5,2,0,0,0,1,0,9
17,3.872935634443795,2,1,2.9364678172218976,0.35451072759270086,8.063532182778102,5,2,0,0,0,1,0,9
17,1.507710328885478,1,0,1.7538551644427391,0.7487149451857537,9.246144835557262,5,2,0,0,0,1,0,9
17,0.8356518212677715,0,0,1.4178259106338857,0.8607246964553714,9.582174089366115,5,2,0,0,0,1,0,9
17,4.541069714687429,3,1,3.2705348573437143,0.24315504755209527,7.729465142656286,5,2,0,0,0,1,0,9
17,2.6048247018547745,1,0,2.302412350927387,0.5658625496908709,8.697587649072613,5,2,0,0,0,1,0,9
17,5.111536179214638,3,1,3.555768089607319,0.14807730346422698,7.444231910392681,5,2,0,0,0,1,0,9
17,5.697566533115227,3,1,3.8487832665576134,0.05040557781412891,7.151216733442387,5,2,0,0,0,1,0,9
17,1.3905299220136556,0,0,1.6952649610068278,0.7682450129977241,9.304735038993172,5,2,0,0,0,1,0,9
17,0.040300947561214606,0,0,1.0201504737806073,0.9932831754064643,9.979849526219393,5,2,0,0,0,1,0,9
17,1.1438576624738443,0,0,1.5719288312369222,0.8093570562543593,9.428071168763077,5,2,0,0,0,1,0,9
17,3.7123412753500986,2,1,2.8561706376750493,0.3812764541083169,8.14382936232495,5,2,0,0,0,1,0,9
17,5.042112523131657,3,1,3.5210562615658283,0.15964791281139057,7.478943738434172,5,2,0,0,0,1,0,9
17,4.723386332919032,3,1,3.361693166459516,0.2127689445134946,7.638306833540484,5,2,0,0,0,1,0,9
17,0.45923696493250077,0,0,1.2296184824662504,0.9234605058445833,9.77038151753375,5,2,0,0,0,1,0,9
17,0.5369394102283709,0,0,1.2684697051141853,0.9105100982952715,9.731530294885815,5,2,0,0,0,1,0,9
17,4.959380696971145,3,1,3.4796903484855726,0.17343655050480922,7.520309651514427,5,2,0,0,0,1,0,9
17,4.765194880062066,3,1,3.382597440031033,0.20580085332298903,7.617402559968967,5,2,0,0,0,1,0,9
17,1.5934548527358814,1,0,1.7967274263679407,0.7344241912106864,9.20327257363206,5,2,0,0,0,1,0,9
17,5.11098579814521,3,1,3.555492899072605,0.14816903364246503,7.444507100927395,5,2,0,0,0,1,0,9
17,2.4737374199993747,1,0,2.2368687099996873,0.5877104300001043,8.763131290000313,5,2,0,0,0,1,0,9
17,0.6629919380775959,0,0,1.331495969038798,0.889501343653734,9.668504030961202,5,2,0,0,0,1,0,9
17,3.089936968454033,2,1,2.5449684842270166,0.4850105052576611,8.455031515772983,5,2,0,0,0,1,0,9
17,5.337273977025774,3,1,3.668636988512887,0.11045433716237096,7.331363011487113,5,2,0,0,0,1,0,9
17,1.5509992084880242,1,0,1.775499604244012,0.7415001319186626,9.224500395755989,5,2,0,0,0,1,0,9
17,1.59459329501117,1,0,1.797296647505585,0.7342344508314717,9.202703352494416,5,2,0,0,0,1,0,9
17,2.1795332049486733,1,0,2.0897666024743367,0.6367444658418878,8.910233397525664,5,2,0,0,0,1,0,9
17,0.06775069963136238,0,0,1.0338753498156812,0.9887082167281063,9.96612465018432,5,2,0,0,0,1,0,9
17,2.642632117889428,1,0,2.321316058944714,0.5595613136850953,8.678683941055287,5,2,0,0,0,1,0,9
17,0.6271643552436093,0,0,1.3135821776218046,0.8954726074593984,9.686417822378196,5,2,0,0,0,1,0,9
17,5.502981832044302,3,1,3.751490916022151,0.08283636132594963,7.248509083977849,5,2,0,0,0,1,0,9
17,1.132836858752273,0,0,1.5664184293761365,0.8111938568746212,9.433581570623863,5,2,0,0,0,1,0,9
17,3.4542140623204034,2,1,2.7271070311602017,0.42429765627993277,8.272892968839798,5,2,0,0,0,1,0,9
17,5.09159888082516,3,1,3.54579944041258,0.15140018652914,7.45420055958742,5,2,0,0,0,1,0,9
17,5.795655011686668,3,1,3.897827505843334,0.034057498052222135,7.102172494156666,5,2,0,0,0,1,0,9
17,4.771003952164904,3,1,3.385501976082452,0.20483267463918275,7.614498023917548,5,2,0,0,0,1,0,9
17,5.202867853254979,3,1,3.6014339266274895,0.1328553577908368,7.3985660733725105,5,2,0,0,0,1,0,9
17,4.290108995932639,2,1,3.1450544979663193,0.2849818340112269,7.854945502033681,5,2,0,0,0,1,0,9
17,4.227097813249644,2,1,3.113548906624822,0.295483697791726,7.886451093375178,5,2,0,0,0,1,0,9
17,3.014935874491817,2,1,2.5074679372459086,0.4975106875846972,8.49253206275409,5,2,0,0,0,1,0,9
17,0.620529332422689,0,0,1.3102646662113444,0.8965784445962185,9.689735333788656,5,2,0,0,0,1,0,9
17,2.915021167077934,1,0,2.457510583538967,0.5141631388203444,8.542489416461033,5,2,0,0,0,1,0,9
17,2.2339024630857933,1,0,2.1169512315428967,0.6276829228190345,8.883048768457103,5,2,0,0,0,1,0,9
17,2.8954897815305367,1,0,2.4477448907652684,0.5174183697449105,8.552255109234732,5,2,0,0,0,1,0,9
17,4.411833597014578,2,1,3.205916798507289,0.2646944004975704,7.794083201492711,5,2,0,0,0,1,0,9
17,5.479824070662243,3,1,3.7399120353311215,0.08669598822295943,7.2600879646688785,5,2,0,0,0,1,0,9
17,1.6810525646741379,1,0,1.840526282337069,0.7198245725543103,9.15947371766293,5,2,0,0,0,1,0,9
17,1.2236483272974596,0,0,1.6118241636487298,0.7960586121170901,9.38817583635127,5,2,0,0,0,1,0,9
17,3.830017113103252,2,1,2.915008556551626,0.3616638144827914,8.084991443448374,5,2,0,0,0,1,0,9
17,4.666112484082134,3,1,3.333056242041067,0.22231458598631093,7.666943757958933,5,2,0,0,0,1,0,9
